epoch_frac,step,train_loss,val_loss,train_reward_margin,val_reward_margin,train_reward_accuracy,val_reward_accuracy,policy_chosen_logprobs,policy_rejected_logprobs,reference_chosen_logprobs,reference_rejected_logprobs
0.02,0,0.6931471824645996,0.6931471824645996,0.0,0.0,0.0,0.0,-140.4958953857422,-59.13417053222656,-140.4958953857422,-59.13417053222656
0.1197,5,0.5004550874233246,0.5359617948532105,0.4402521707117558,0.34561743289232255,1.0,1.0,-146.65328979492188,-60.202415466308594,-147.26271057128906,-60.12870407104492
0.2195,10,0.31918712258338927,0.3089770495891571,0.9938772141933442,1.0230273425579073,1.0,1.0,-136.3216094970703,-48.270503997802734,-140.98550415039062,-49.46619415283203
0.3192,15,0.20084708631038667,0.1998853474855423,1.5166865468025208,1.5277680963277818,1.0,1.0,-141.22174072265625,-64.55558776855469,-144.45721435546875,-65.20555877685547
0.419,20,0.14616771787405014,0.13712888956069946,1.9208892047405244,1.9488200664520263,1.0,1.0,-138.54522705078125,-66.02095031738281,-145.46250915527344,-66.48806762695312
0.5187,25,0.10287696123123169,0.1043933317065239,2.251464122533798,2.2597110018134114,1.0,1.0,-122.48844909667969,-52.97193145751953,-131.0018310546875,-54.201194763183594
0.6185,30,0.10150100216269493,0.09127657562494278,2.2830716162919997,2.4135846525430678,1.0,1.0,-158.8313446044922,-55.14453887939453,-165.2779541015625,-55.419151306152344
0.7182,35,0.08338228613138199,0.08042450547218323,2.504912757873535,2.549434006214142,1.0,1.0,-144.56539916992188,-110.74238586425781,-151.067626953125,-111.26089477539062
0.818,40,0.06350375860929489,0.07706921845674515,2.757152979448438,2.6285473853349686,1.0,1.0,-166.70391845703125,-71.16314697265625,-175.90614318847656,-71.73411560058594
0.9177,45,0.08718768879771233,0.07728885039687157,2.471521969139576,2.635978537797928,1.0,1.0,-139.1018524169922,-63.41358184814453,-148.4764862060547,-64.06010437011719
1.0,50,0.06555576771497726,0.07454567402601242,2.763264149427414,2.6466742902994156,1.0,1.0,-158.02503967285156,-74.35760498046875,-168.0518798828125,-75.10137939453125
