epoch_frac,step,train_loss,val_loss,train_reward_margin,val_reward_margin,train_reward_accuracy,val_reward_accuracy,policy_chosen_logprobs,policy_rejected_logprobs,reference_chosen_logprobs,reference_rejected_logprobs
0.02,0,0.6931471824645996,0.6931471824645996,0.0,0.0,0.0,0.0,-63.51277160644531,-128.03152465820312,-63.51277160644531,-128.03152465820312
0.1197,5,1.1730702317436225e-05,3.5711870850718697e-06,12.541627502441408,12.869075047969819,1.0,1.0,-77.83268737792969,-120.0318374633789,-81.0844497680664,-101.594482421875
0.2195,10,4.0201870721290335e-10,3.544216269427136e-10,23.809276056289672,23.672489213943482,1.0,1.0,-70.46974182128906,-180.53346252441406,-77.08409118652344,-125.38237762451172
0.3192,15,8.013003585639021e-09,4.220575358388628e-11,25.377234268188477,26.203468227386477,1.0,1.0,-56.27069091796875,-204.77792358398438,-61.47325134277344,-128.7689666748047
0.419,20,4.1069414850273406e-11,2.69666753987749e-11,26.096315765380858,26.81222686767578,1.0,1.0,-31.334226608276367,-156.4193115234375,-42.338401794433594,-83.78599548339844
0.5187,25,6.140335284503251e-11,2.346387945593477e-11,25.49347081184387,26.928088188171387,1.0,1.0,-83.11103820800781,-215.57925415039062,-89.10110473632812,-125.59349060058594
0.6185,30,1.435680949124496e-11,2.2021942586549283e-11,27.64439387321472,27.02296235561371,1.0,1.0,-117.33246612548828,-242.8838653564453,-117.90673828125,-159.0633087158203
0.7182,35,1.0629450262279782e-10,1.9833247511761437e-11,25.926313281059265,27.0472430229187,1.0,1.0,-127.84591674804688,-225.2008056640625,-131.90493774414062,-133.33123779296875
0.818,40,3.636821717259778e-11,2.2013024178002897e-11,26.365968382358552,27.005649089813232,1.0,1.0,-89.24388122558594,-223.9257354736328,-92.22028350830078,-137.05677795410156
0.9177,45,5.0227339685798495e-08,2.1486302082159016e-11,25.113677924871446,26.98823289871216,1.0,1.0,-49.80827713012695,-175.22830200195312,-59.97639846801758,-101.55561828613281
1.0,50,8.171884394538899e-09,2.579374759029314e-11,25.555795335769652,26.98489079475403,1.0,1.0,-85.71866607666016,-198.77662658691406,-91.63316345214844,-108.37181091308594
