epoch_frac,step,train_loss,val_loss,train_reward_margin,val_reward_margin,train_reward_accuracy,val_reward_accuracy,policy_chosen_logprobs,policy_rejected_logprobs,reference_chosen_logprobs,reference_rejected_logprobs
0.02,0,0.6931471824645996,0.6931471824645996,0.0,0.0,0.0,0.0,-142.31813049316406,-132.48187255859375,-142.31813049316406,-132.48187255859375
0.1197,5,0.2320925697684288,0.3017436444759369,1.7869476616382598,1.1480443060398102,1.0,1.0,-90.82220458984375,-97.61903381347656,-93.31436157226562,-97.78569030761719
0.2195,10,0.12168449517339468,0.12217837609350682,3.570367550849914,2.5438447117805483,1.0,1.0,-64.82765197753906,-104.465576171875,-66.94210815429688,-101.00408935546875
0.3192,15,0.1295559517107904,0.07963394317775965,3.137827032804489,3.110334813594818,1.0,1.0,-147.30093383789062,-92.51383972167969,-146.6157989501953,-80.33837890625
0.419,20,0.0846818722318858,0.050836576893925664,3.886111283302307,3.562013027071953,1.0,1.0,-151.83924865722656,-146.70767211914062,-152.346435546875,-144.28094482421875
0.5187,25,0.06342214606702327,0.0427822588942945,4.523953151702881,3.757904314994812,1.0,1.0,-85.060546875,-131.87298583984375,-91.8262939453125,-126.86324310302734
0.6185,30,0.059723880363162604,0.04059902406297624,5.241519755125046,3.937376356124878,1.0,1.0,-79.49032592773438,-84.58628845214844,-83.07569122314453,-76.75617980957031
0.7182,35,0.016549412906169892,0.0390628585126251,5.841286498680711,3.9964031338691712,1.0,1.0,-107.75341033935547,-141.23529052734375,-105.60606384277344,-130.40570068359375
0.818,40,0.02192186473403126,0.03686582464724779,6.127036589384079,4.10398987531662,1.0,1.0,-77.24874114990234,-100.27676391601562,-73.57048797607422,-91.52764892578125
0.9177,45,0.03875563559122384,0.03737707599066198,4.445018464326859,4.0359642744064335,1.0,1.0,-97.60659790039062,-123.57660675048828,-93.90449523925781,-96.52155303955078
1.0,50,0.020128482207655906,0.034421213809400796,5.035948306322098,4.148622792959213,1.0,1.0,-65.38420104980469,-96.640380859375,-67.05714416503906,-77.19383239746094
