epoch_frac,step,train_loss,val_loss,train_reward_margin,val_reward_margin,train_reward_accuracy,val_reward_accuracy,policy_chosen_logprobs,policy_rejected_logprobs,reference_chosen_logprobs,reference_rejected_logprobs
0.02,0,0.6931471824645996,0.6931471824645996,0.0,0.0,0.0,0.0,-142.31813049316406,-132.48187255859375,-142.31813049316406,-132.48187255859375
0.1197,5,0.5004867911338806,0.5788989067077637,0.5026728153228761,0.257625436782837,0.9,0.9,-81.17382049560547,-87.2968978881836,-93.31436157226562,-97.78569030761719
0.2195,10,0.34300264716148376,0.42568579912185667,1.0553357601165771,0.6726942062377932,1.0,0.9,-47.71076583862305,-85.08248901367188,-66.94210815429688,-101.00408935546875
0.3192,15,0.3608157068490982,0.32613989114761355,1.0045588910579681,1.05218106508255,1.0,1.0,-130.0623321533203,-76.2066650390625,-146.6157989501953,-80.33837890625
0.419,20,0.2757000386714935,0.2701007962226868,1.4929041415452957,1.365601634979248,1.0,1.0,-141.1446533203125,-138.2281494140625,-152.346435546875,-144.28094482421875
0.5187,25,0.2536116153001785,0.26575749069452287,1.7172614514827726,1.4381178855895995,1.0,1.0,-68.96012878417969,-118.44627380371094,-91.8262939453125,-126.86324310302734
0.6185,30,0.20283167511224748,0.2451322428882122,2.0318278193473813,1.5505296885967255,1.0,1.0,-61.20721435546875,-70.1448745727539,-83.07569122314453,-76.75617980957031
0.7182,35,0.11598944887518883,0.2398644283413887,2.465585958957672,1.603762012720108,1.0,1.0,-89.45121765136719,-125.2979736328125,-105.60606384277344,-130.40570068359375
0.818,40,0.13723631296306849,0.2271870493888855,2.624332994222641,1.6698998749256133,1.0,1.0,-63.013702392578125,-85.74009704589844,-73.57048797607422,-91.52764892578125
0.9177,45,0.22176763713359832,0.22794252783060073,1.6701818317174912,1.6810974776744843,1.0,1.0,-79.94993591308594,-114.09982299804688,-93.90449523925781,-96.52155303955078
1.0,50,0.13554188013076782,0.23492712676525115,2.318740123510361,1.6512555837631224,1.0,1.0,-45.991172790527344,-86.46218872070312,-67.05714416503906,-77.19383239746094
