epoch_frac,step,train_loss,val_loss,train_reward_margin,val_reward_margin,train_reward_accuracy,val_reward_accuracy,policy_chosen_logprobs,policy_rejected_logprobs,reference_chosen_logprobs,reference_rejected_logprobs
0.02,0,0.6931471824645996,0.6931471824645996,0.0,0.0,0.0,0.0,-140.4958953857422,-59.13417053222656,-140.4958953857422,-59.13417053222656
0.1197,5,0.21522722840309144,0.19017238020896912,1.388133418560028,1.4608463644981384,1.0,1.0,-143.82656860351562,-59.398681640625,-147.26271057128906,-60.12870407104492
0.2195,10,0.028873423859477044,0.030155844055116177,3.502222406864166,3.5033102750778196,1.0,1.0,-124.73484802246094,-45.26321029663086,-140.98550415039062,-49.46619415283203
0.3192,15,0.004256943543441594,0.0075397724751383064,5.294858169555664,5.082584178447723,1.0,1.0,-131.7269287109375,-63.06836700439453,-144.45721435546875,-65.20555877685547
0.419,20,0.0023012741236016153,0.0027082578744739294,6.256530046463013,6.1963900327682495,1.0,1.0,-121.533203125,-63.084877014160156,-145.46250915527344,-66.48806762695312
0.5187,25,0.0006877326144604012,0.001249010523315519,7.111096310615539,7.033619165420532,1.0,1.0,-102.49639892578125,-49.45331954956055,-131.0018310546875,-54.201194763183594
0.6185,30,0.0006653721153270453,0.0008016622567083686,7.13525402545929,7.485858273506164,1.0,1.0,-141.50326538085938,-52.83564758300781,-165.2779541015625,-55.419151306152344
0.7182,35,0.0004316309001296759,0.0006771350919734687,7.638758873939515,7.746172595024108,1.0,1.0,-128.88528442382812,-107.58932495117188,-151.067626953125,-111.26089477539062
0.818,40,0.00034129555278923364,0.0005707132979296148,7.908151745796204,7.805599164962768,1.0,1.0,-145.45431518554688,-67.40283966064453,-175.90614318847656,-71.73411560058594
0.9177,45,0.0006418140023015439,0.0006332496704999357,7.442152905464173,7.838723015785217,1.0,1.0,-118.97783660888672,-60.435726165771484,-148.4764862060547,-64.06010437011719
1.0,50,0.00034782717702910306,0.0006254688749322667,7.938511204719544,7.7818739175796505,1.0,1.0,-136.1916961669922,-70.58451843261719,-168.0518798828125,-75.10137939453125
